6.575,-1.3645,NaN,NaN,-5.4465,1,0.9909,0.98327,-3.2471,NaN,NaN,-Inf,0.99998,-Inf,0.74416,-17.7,NaN,NaN
7.895,-0.064715,NaN,-Inf,-4.2485,1,0.98073,-Inf,0.24316,NaN,NaN,-Inf,0.99974,-Inf,0.45121,-7.818,NaN,NaN
9.48,0.4347,NaN,-Inf,-2.4857,1,0.94681,-Inf,0.91002,NaN,NaN,-Inf,0.99768,-Inf,-2.4333,-3.6111,NaN,NaN
11.39,0.87897,NaN,-1356.5,-24.662,0.99853,0.79946,-143.35,0.7858,NaN,NaN,-Inf,0.97336,-Inf,-136.08,0.0090037,NaN,NaN
13.695,0.92998,0.79796,-18.742,-134.87,-6.9167,0.47312,-3.2672,0.81742,0.93275,NaN,0.99968,0.8552,-113,-4.5476,0.60569,-3.97,NaN
16.475,0.88661,0.83195,0.98762,-0.37525,-5.3611,0.75669,0.8011,0.94972,0.82962,-43.418,0.99681,0.93786,-6.3,0.29888,-66.53,0.92516,-10.506
19.835,0.80888,0.70802,0.77287,-0.32424,0.94318,0.9751,0.81949,0.96517,0.71317,-33.027,0.998,0.91726,-0.27576,-0.86412,-6.4475,0.82323,-7.9314
23.905,0.42708,0.88442,-1.234,0.93474,0.92118,0.9316,0.62194,0.43866,0.97427,-0.042337,0.98687,0.90132,0.75843,-0.024803,0.48604,0.28856,0.66954
28.845,0.49662,0.86907,0.74433,0.83492,0.86675,0.3916,0.81255,0.83457,0.65717,0.7737,0.95545,0.92974,0.69604,-0.40334,0.8463,0.71339,0.85186
34.855,0.919,0.84383,0.94651,0.84301,0.86341,0.67699,0.77471,0.79802,0.94869,0.79717,0.96895,0.92478,0.77531,0.56264,0.8601,0.94579,0.8522
42.21,0.98125,0.8722,0.9687,0.83909,0.84095,0.84123,0.68018,0.76354,0.95891,0.93155,0.97297,0.91904,0.7822,0.58287,0.7516,0.97046,0.89047
51.24,0.99179,0.85584,0.98074,0.83158,0.87278,0.82158,0.68377,0.66407,0.97755,0.93609,0.98888,0.91776,0.7098,0.43116,0.67718,0.98474,0.88532
62.39,0.97043,0.84865,0.98499,0.82028,0.89241,0.82718,0.65783,0.63785,0.97001,0.93498,0.99015,0.91031,0.57714,0.59184,0.61809,0.97889,0.87855
76.265,0.9043,0.84548,0.98183,0.82166,0.90209,0.84008,0.62002,0.62777,0.97594,0.93565,0.98214,0.90445,0.53631,0.55032,0.55893,0.96105,0.87681
93.69,0.99365,0.84621,0.98051,0.80529,0.92928,0.83551,0.62507,0.56854,0.98026,0.94405,0.98999,0.89733,0.4863,0.51987,0.48676,0.9861,0.87322
115.81,0.96796,0.84867,0.98404,0.79572,0.94553,0.87218,0.61046,0.52179,0.98204,0.93878,0.98805,0.89188,0.40271,0.48804,0.38354,0.98052,0.86876
144.27,0.99394,0.8461,0.98681,0.78242,0.95357,0.88763,0.5772,0.45727,0.98351,0.94291,0.98092,0.88757,0.29546,0.40533,0.25547,0.98629,0.86475
181.45,0.99652,0.85044,0.98283,0.78019,0.9647,0.89687,0.54848,0.37147,0.98036,0.94495,0.9609,0.87447,0.15603,0.34892,0.072954,0.98015,0.86251
230.85,0.93725,0.86206,0.9696,0.7913,0.96708,0.88988,0.52679,0.29633,0.98743,0.93731,0.94845,0.86415,-0.0097051,0.18503,-0.061533,0.96068,0.8637
297.63,0.6496,0.8864,0.95345,0.7896,0.97027,0.93239,0.56962,0.35239,0.98623,0.94398,0.94103,0.8628,-0.062827,0.026725,0.099266,0.88258,0.8707
389.3,0.99122,0.89171,0.94512,0.79771,0.95614,0.95862,0.64662,0.56754,0.97502,0.90015,0.95727,0.85675,0.26945,0.58368,0.18712,0.96716,0.86158
516.69,0.94882,0.85319,0.93383,0.80337,0.97655,0.75947,0.71146,0.67665,0.99368,0.99898,0.97061,0.84439,0.28243,0.43349,0.18221,0.96173,0.87498
695.33,0.90581,0.76902,0.9858,0.87136,0.98786,0.44394,0.8041,0.53604,0.99516,1,0.99652,0.73391,0.48451,-0.10391,0.29121,0.97082,0.84357
947.49,0.99589,0.75485,0.9999,0.78488,0.99937,0.32902,0.51837,0.42502,0.98855,1,0.99955,0.86225,0.5696,-0.057016,0.33951,0.99597,0.85049
